# universe-profile	proofbound
# accepted-plan	docs/plans/P1-flight-recorder-plan.md
# accepted-plan	docs/plans/P5-PROOFBOUND-INTENT-PROVENANCE-v3.md
# accepted-plan	docs/plans/P6-CONSOLIDATION-PLAN-draft2.md
row_id	category	subject	observation	probe	disposition	decision	evidence
C6-126	C6	intent-commit:be3c5c2b3c28d0a6e7e4777adfd2295744ef3c41	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:be3c5c2b3c28d0a6e7e4777adfd2295744ef3c41,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-127	C6	intent-commit:be58cd7dcb17cd51607e6da21669d6dd91860536	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:be58cd7dcb17cd51607e6da21669d6dd91860536,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-128	C6	intent-commit:ab78e827b4aa808cb87b521ae34a73a0141495eb	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ab78e827b4aa808cb87b521ae34a73a0141495eb,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-129	C6	intent-commit:22eaff4ef120ac46801e946710dcd245af28146d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:22eaff4ef120ac46801e946710dcd245af28146d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-130	C6	intent-commit:ab5060a2e324a9ff4b454aad0e1ae17931ef1c16	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ab5060a2e324a9ff4b454aad0e1ae17931ef1c16,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-131	C6	intent-commit:eb40978ad885fc5ff0b7aa72577f86692e511587	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:eb40978ad885fc5ff0b7aa72577f86692e511587,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-132	C6	intent-commit:e4c8e77407699f7e089d5c1a2b3ce58df5871fbf	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e4c8e77407699f7e089d5c1a2b3ce58df5871fbf,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-133	C6	intent-commit:f1b73f7559a2db7435041b5fc3298b0f567c6191	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:f1b73f7559a2db7435041b5fc3298b0f567c6191,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-134	C6	intent-commit:a199229351f94b1a33608ac05ac485701ceb90a9	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a199229351f94b1a33608ac05ac485701ceb90a9,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-135	C6	intent-commit:e1e35a84848eba044346f7632caaf69172cafb41	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e1e35a84848eba044346f7632caaf69172cafb41,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-136	C6	intent-commit:83777166b8fec1beccd06fa008ac121615ba6e03	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:83777166b8fec1beccd06fa008ac121615ba6e03,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-137	C6	intent-commit:0067dc61755ecc65b3957d6c57dd7ec1e65319f1	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:0067dc61755ecc65b3957d6c57dd7ec1e65319f1,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-138	C6	intent-commit:8bef29020d0799c7a71efba1230c85e0860a3e4f	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:8bef29020d0799c7a71efba1230c85e0860a3e4f,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-139	C6	intent-commit:e02dbb1c05695451961f0cad4a669501c47c95b3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e02dbb1c05695451961f0cad4a669501c47c95b3,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-140	C6	intent-commit:c10fb8d2b66e06bd51532ef960d888c1180cf793	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:c10fb8d2b66e06bd51532ef960d888c1180cf793,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-141	C6	intent-commit:624e7040b3e535c896fb1329f6bae402a4c06475	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:624e7040b3e535c896fb1329f6bae402a4c06475,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-142	C6	intent-commit:054da9db9921dbc67f87cd1c13c03576ff0224a3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:054da9db9921dbc67f87cd1c13c03576ff0224a3,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-143	C6	intent-commit:4254ac7110bc9d36d526a9e890601308742c478f	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:4254ac7110bc9d36d526a9e890601308742c478f,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-144	C6	intent-commit:7af4e683d7321037d2718b8818014a3e04eafcf0	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7af4e683d7321037d2718b8818014a3e04eafcf0,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-145	C6	intent-commit:63a60fc4c41d49596f062d5dab99c0a056e658a3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:63a60fc4c41d49596f062d5dab99c0a056e658a3,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-146	C6	intent-commit:04d60c12c55040f10ff4b373d2551e7e64ed7016	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:04d60c12c55040f10ff4b373d2551e7e64ed7016,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-147	C6	intent-commit:7b1dda2ebc4a059843504d7978aed166e98193e8	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7b1dda2ebc4a059843504d7978aed166e98193e8,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-148	C6	intent-commit:a20d7ea079a9a7bf6b1260d2774a2be01b0c4e8e	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a20d7ea079a9a7bf6b1260d2774a2be01b0c4e8e,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
C6-149	C6	intent-commit:13503c7c96bad63ce1b95405ee8a83f09ccdab5a	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:13503c7c96bad63ce1b95405ee8a83f09ccdab5a,docs/verification/p6-intent-applicability-canary-task9-20260922.md,docs/verification/p6-intent-coverage.md
